OrderId,Return_reason
OR-076197,Incorrect item shipped
OR-042480,Damaged item
OR-116473,Better price found elsewhere
OR-106994,Received wrong quantity
OR-115806,Received wrong quantity
OR-073479,Product no longer wanted
OR-115979,Poor customer service
OR-107000,Better price found elsewhere
OR-043671,No longer needed
OR-094057,Better price found elsewhere
OR-055657,Changed mind
OR-018126,Incorrect item shipped
OR-096327,Item not as described
OR-015907,Damaged item
OR-033945,Item not as described
OR-074328,Product no longer wanted
OR-034341,Product no longer wanted
OR-057250,Received wrong quantity
OR-031496,Better price found elsewhere
OR-064927,Delayed delivery
OR-076865,Product no longer wanted
OR-047825,Product no longer wanted
OR-060402,Incorrect item shipped
OR-083401,Poor customer service
OR-006448,Better price found elsewhere
OR-061242,Damaged item
OR-038935,Incorrect item shipped
OR-052812,Damaged item
OR-022251,Changed mind
OR-126073,Poor customer service
OR-033550,Damaged item
OR-103945,Changed mind
OR-104532,Received wrong quantity
OR-112521,Changed mind
OR-088940,Delayed delivery
OR-086402,Incorrect item shipped
OR-031726,Poor customer service
OR-104381,Received wrong quantity
OR-066170,Item not as described
OR-016223,Better price found elsewhere
OR-016339,Damaged item
OR-067151,No longer needed
OR-123259,Item not as described
OR-024736,Incorrect item shipped
OR-002901,Poor customer service
OR-105800,Received wrong quantity
OR-016921,Delayed delivery
OR-063379,Incorrect item shipped
OR-077224,Changed mind
OR-073342,Product no longer wanted
OR-021923,Poor customer service
OR-112438,Product no longer wanted
OR-075772,Received wrong quantity
OR-074707,Product no longer wanted
OR-021813,Received wrong quantity
OR-070317,Item not as described
OR-106490,Item not as described
OR-097817,Item not as described
OR-023197,Damaged item
OR-034103,Poor customer service
OR-104759,Delayed delivery
OR-121978,Damaged item
OR-072893,Damaged item
OR-037264,Delayed delivery
OR-015892,Damaged item
OR-062778,No longer needed
OR-104747,Better price found elsewhere
OR-120155,Damaged item
OR-004702,Changed mind
OR-106690,Product no longer wanted
OR-066913,Changed mind
OR-027909,Damaged item
OR-054510,Damaged item
OR-103960,No longer needed
OR-075881,No longer needed
OR-012221,Changed mind
OR-072319,Item not as described
OR-122485,Received wrong quantity
OR-110631,Changed mind
OR-003257,Product no longer wanted
OR-073932,Poor customer service
OR-089224,Damaged item
OR-001525,Damaged item
OR-101411,Product no longer wanted
OR-118022,Received wrong quantity
OR-084488,Item not as described
OR-024315,Product no longer wanted
OR-062818,Damaged item
OR-125789,Incorrect item shipped
OR-038242,Received wrong quantity
OR-033481,Changed mind
OR-084580,Incorrect item shipped
OR-109478,Damaged item
OR-072784,Item not as described
OR-025296,Damaged item
OR-051299,Damaged item
OR-064941,No longer needed
OR-109291,Changed mind
OR-015797,Product no longer wanted
OR-005764,Received wrong quantity
OR-037834,Received wrong quantity
OR-112591,Received wrong quantity
OR-076198,Received wrong quantity
OR-046740,Poor customer service
OR-059551,No longer needed
OR-063524,Incorrect item shipped
OR-016891,Received wrong quantity
OR-018175,Item not as described
OR-027971,Item not as described
OR-119781,Poor customer service
OR-072647,Poor customer service
OR-125855,Changed mind
OR-050197,Changed mind
OR-112877,Changed mind
OR-005565,Received wrong quantity
OR-080037,No longer needed
OR-054038,Received wrong quantity
OR-001830,Damaged item
OR-084957,Delayed delivery
OR-082186,Better price found elsewhere
OR-097212,Delayed delivery
OR-043787,No longer needed
OR-081782,Damaged item
OR-122170,No longer needed
OR-082671,Better price found elsewhere
OR-006374,Product no longer wanted
OR-061202,No longer needed
OR-033925,Received wrong quantity
OR-045551,Better price found elsewhere
OR-071253,Better price found elsewhere
OR-075001,Received wrong quantity
OR-115729,Received wrong quantity
OR-061605,No longer needed
OR-018571,Received wrong quantity
OR-096727,Poor customer service
OR-114938,Delayed delivery
OR-032920,Changed mind
OR-119970,Damaged item
OR-073329,Incorrect item shipped
OR-008182,Poor customer service
OR-114758,Incorrect item shipped
OR-015633,Item not as described
OR-012596,Poor customer service
OR-066298,Incorrect item shipped
OR-048798,Changed mind
OR-025781,No longer needed
OR-046824,Product no longer wanted
OR-025045,Incorrect item shipped
OR-036987,Item not as described
OR-121684,Product no longer wanted
OR-074792,Delayed delivery
OR-005804,Better price found elsewhere
OR-099163,Product no longer wanted
OR-054188,Item not as described
OR-099312,Item not as described
OR-068612,Received wrong quantity
OR-003300,Product no longer wanted
OR-028212,Poor customer service
OR-031942,Incorrect item shipped
OR-025938,Delayed delivery
OR-085127,Received wrong quantity
OR-072048,Better price found elsewhere
OR-040885,Damaged item
OR-098006,Product no longer wanted
OR-010041,No longer needed
OR-098640,Product no longer wanted
OR-063622,Item not as described
OR-042777,Poor customer service
OR-112951,Item not as described
OR-108471,Received wrong quantity
OR-027578,Product no longer wanted
OR-108392,Damaged item
OR-060073,Damaged item
OR-082015,Incorrect item shipped
OR-104694,Better price found elsewhere
OR-103097,Poor customer service
OR-051375,Item not as described
OR-022276,Item not as described
OR-067683,Changed mind
OR-094651,Poor customer service
OR-059207,Better price found elsewhere
OR-027590,Delayed delivery
OR-041065,Item not as described
OR-012878,Item not as described
OR-114358,Poor customer service
OR-053291,Incorrect item shipped
OR-118115,Poor customer service
OR-002397,Received wrong quantity
OR-086747,Poor customer service
OR-038171,Changed mind
OR-022513,Poor customer service
OR-032980,Received wrong quantity
OR-039536,Item not as described
OR-121849,Damaged item
OR-022926,Changed mind
OR-044669,Better price found elsewhere
OR-017637,Received wrong quantity
OR-059403,Poor customer service
OR-120075,Changed mind
OR-015348,Received wrong quantity
OR-032211,Item not as described
OR-074179,Damaged item
OR-080419,No longer needed
OR-003224,No longer needed
OR-064749,Delayed delivery
OR-037931,Product no longer wanted
OR-056663,Incorrect item shipped
OR-092369,Poor customer service
OR-042608,No longer needed
OR-024947,Poor customer service
OR-041554,Item not as described
OR-047511,Product no longer wanted
OR-081348,Incorrect item shipped
OR-099433,Damaged item
OR-070501,Better price found elsewhere
OR-080225,Changed mind
OR-045466,No longer needed
OR-007757,Delayed delivery
OR-057020,Poor customer service
OR-078678,Product no longer wanted
OR-018020,No longer needed
OR-114358,No longer needed
OR-035837,Received wrong quantity
OR-023598,Received wrong quantity
OR-066866,No longer needed
OR-007217,No longer needed
OR-006753,Better price found elsewhere
OR-068594,Delayed delivery
OR-051377,Item not as described
OR-042584,Better price found elsewhere
OR-093096,Changed mind
OR-052290,Better price found elsewhere
OR-032952,Incorrect item shipped
OR-119794,Damaged item
OR-075824,No longer needed
OR-033647,Better price found elsewhere
OR-031788,Poor customer service
OR-001855,Changed mind
OR-121234,No longer needed
OR-002113,Incorrect item shipped
OR-100681,Incorrect item shipped
OR-016551,Poor customer service
OR-055860,No longer needed
OR-033159,No longer needed
OR-113821,Item not as described
OR-101359,No longer needed
OR-109140,Product no longer wanted
OR-125031,Item not as described
OR-085769,Incorrect item shipped
OR-063569,Poor customer service
OR-122650,Incorrect item shipped
OR-050317,Product no longer wanted
OR-098835,No longer needed
OR-032299,Incorrect item shipped
OR-022450,Received wrong quantity
OR-047443,Delayed delivery
OR-000390,Poor customer service
OR-058341,Item not as described
OR-088556,No longer needed
OR-049102,Damaged item
OR-105919,No longer needed
OR-016114,Damaged item
OR-066628,Poor customer service
OR-004705,Received wrong quantity
OR-052792,Item not as described
OR-120379,No longer needed
OR-016552,Delayed delivery
OR-107026,Incorrect item shipped
OR-083145,Delayed delivery
OR-062399,Incorrect item shipped
OR-121804,Delayed delivery
OR-064774,Changed mind
OR-053187,Better price found elsewhere
OR-069616,Changed mind
OR-117463,Product no longer wanted
OR-046891,Incorrect item shipped
OR-091303,Better price found elsewhere
OR-121317,Product no longer wanted
OR-015567,Poor customer service
OR-079720,Delayed delivery
OR-090822,Better price found elsewhere
OR-085276,Delayed delivery
OR-010939,Damaged item
OR-044095,Changed mind
OR-004049,Damaged item
OR-018288,Better price found elsewhere
OR-087867,Incorrect item shipped
OR-018086,Item not as described
OR-051217,Changed mind
OR-023063,Item not as described
OR-098279,Better price found elsewhere
OR-015776,No longer needed
OR-078904,Poor customer service
OR-067627,Received wrong quantity
OR-002528,Better price found elsewhere
OR-106583,Product no longer wanted
OR-030399,Damaged item
OR-039349,Better price found elsewhere
OR-042610,Delayed delivery
OR-051753,Better price found elsewhere
OR-031231,Damaged item
OR-015444,Delayed delivery
OR-114934,Received wrong quantity
OR-123845,Changed mind
OR-009793,Incorrect item shipped
OR-041180,Changed mind
OR-058102,Item not as described
OR-003964,Poor customer service
OR-009756,Incorrect item shipped
OR-119522,Better price found elsewhere
OR-067800,Damaged item
OR-001788,Item not as described
OR-046349,Better price found elsewhere
OR-067826,Item not as described
OR-062970,Better price found elsewhere
OR-028080,Incorrect item shipped
OR-004175,No longer needed
OR-117555,Received wrong quantity
OR-001776,Item not as described
OR-011025,Product no longer wanted
OR-003768,Incorrect item shipped
OR-119263,Delayed delivery
OR-011039,Damaged item
OR-047623,Better price found elsewhere
OR-078434,Product no longer wanted
OR-022881,No longer needed
OR-068156,Incorrect item shipped
OR-059441,Received wrong quantity
OR-064880,Incorrect item shipped
OR-030990,Poor customer service
OR-071151,Poor customer service
OR-038211,Incorrect item shipped
OR-104527,Item not as described
OR-066145,Product no longer wanted
OR-029025,Changed mind
OR-094956,Incorrect item shipped
OR-093245,Item not as described
OR-109816,Delayed delivery
OR-112733,Changed mind
OR-124661,No longer needed
OR-029595,Item not as described
OR-004855,Item not as described
OR-025990,No longer needed
OR-037464,Better price found elsewhere
OR-037698,Damaged item
OR-020620,Item not as described
OR-055941,Product no longer wanted
OR-050017,Received wrong quantity
OR-083660,Incorrect item shipped
OR-045975,Received wrong quantity
OR-016840,Item not as described
OR-111788,Received wrong quantity
OR-080820,Damaged item
OR-084316,Damaged item
OR-099642,No longer needed
OR-089711,Delayed delivery
OR-084841,Better price found elsewhere
OR-009543,Delayed delivery
OR-032784,Better price found elsewhere
OR-089632,Delayed delivery
OR-118667,No longer needed
OR-077238,Received wrong quantity
OR-103795,Changed mind
OR-030831,Received wrong quantity
OR-017372,Better price found elsewhere
OR-065427,Poor customer service
OR-019837,Changed mind
OR-124166,Delayed delivery
OR-083312,Incorrect item shipped
OR-087242,Delayed delivery
OR-018761,Damaged item
OR-045353,Item not as described
OR-086727,No longer needed
OR-123032,No longer needed
OR-079797,Received wrong quantity
OR-115311,Incorrect item shipped
OR-115284,Product no longer wanted
OR-028845,Damaged item
OR-092034,Incorrect item shipped
OR-014920,Product no longer wanted
OR-023292,Item not as described
OR-003655,Damaged item
OR-033980,Delayed delivery
OR-009652,Better price found elsewhere
OR-042934,Changed mind
OR-003442,Incorrect item shipped
OR-119552,Poor customer service
OR-084726,Product no longer wanted
OR-028897,No longer needed
OR-052872,Changed mind
OR-078286,Received wrong quantity
OR-046910,Better price found elsewhere
OR-118634,Incorrect item shipped
OR-103299,Damaged item
OR-013852,Delayed delivery
OR-083946,Damaged item
OR-125642,Product no longer wanted
OR-082150,Item not as described
OR-042923,Better price found elsewhere
OR-114737,Product no longer wanted
OR-106806,Product no longer wanted
OR-084107,Delayed delivery
OR-026930,Better price found elsewhere
OR-090165,Damaged item
OR-080999,Delayed delivery
OR-020925,Item not as described
OR-092397,Product no longer wanted
OR-112915,Changed mind
OR-092015,Better price found elsewhere
OR-020605,Product no longer wanted
OR-068797,No longer needed
OR-108041,Received wrong quantity
OR-016786,Damaged item
OR-093189,Poor customer service
OR-029020,Changed mind
OR-010794,Item not as described
OR-121772,Received wrong quantity
OR-072558,Incorrect item shipped
OR-046763,Incorrect item shipped
OR-019898,Incorrect item shipped
OR-015850,Product no longer wanted
OR-058070,Product no longer wanted
OR-012563,Poor customer service
OR-062308,Product no longer wanted
OR-016644,Poor customer service
OR-050090,Received wrong quantity
OR-093772,No longer needed
OR-076928,Changed mind
OR-044444,Delayed delivery
OR-021324,Better price found elsewhere
OR-079691,Damaged item
OR-069020,Received wrong quantity
OR-116335,Poor customer service
OR-071850,Delayed delivery
OR-090831,Changed mind
OR-098324,No longer needed
OR-049934,Poor customer service
OR-009488,Item not as described
OR-071351,Changed mind
OR-124642,Delayed delivery
OR-023231,Product no longer wanted
OR-034494,Incorrect item shipped
OR-073787,Changed mind
OR-011729,Incorrect item shipped
OR-044392,Product no longer wanted
OR-092610,Received wrong quantity
OR-081311,No longer needed
OR-040594,Product no longer wanted
OR-051943,No longer needed
OR-083885,Product no longer wanted
OR-049121,Product no longer wanted
OR-044222,Incorrect item shipped
OR-047154,Product no longer wanted
OR-052629,Product no longer wanted
