orderid,customerid,orderdate,shippingdate,expecteddeliverydate,actualdeliverydate,shippingtierid,supplierid,orderchannel
OR-61618,CUST-02156,31-05-2024 06:05,03-06-2024 07:33,22-06-2024 02:50,11-06-2024 14:23,SHP-003,SUP-08,Online
OR-61624,CUST-19452,25-03-2024 13:36,02-04-2024 17:33,15-04-2024 05:35,29-04-2024 19:14,SHP-002,SUP-04,Online
OR-61627,CUST-01108,11-01-2008 05:05,11-01-2008 05:11,11-01-2008 05:28,11-01-2008 05:40,SHP-004,SUP-02,Retail PoS
OR-61643,CUST-15984,25-11-2014 14:55,27-11-2014 21:11,29-11-2014 16:01,04-12-2014 18:17,SHP-001,SUP-05,Online
OR-61655,CUST-00067,31-12-2023 19:12,31-12-2023 19:18,31-12-2023 19:39,31-12-2023 19:48,SHP-004,SUP-07,Retail PoS
OR-61659,CUST-18545,15-06-2023 18:20,17-06-2023 13:49,04-07-2023 06:11,26-07-2023 23:31,SHP-003,SUP-02,Online
OR-61665,CUST-17079,22-09-2020 16:28,22-09-2020 16:38,22-09-2020 16:58,22-09-2020 16:51,SHP-004,SUP-07,Retail PoS
OR-61669,CUST-09949,01-10-1998 16:56,01-10-1998 17:04,01-10-1998 17:17,01-10-1998 17:15,SHP-004,SUP-04,Retail PoS
OR-61672,CUST-09620,21-09-2021 11:44,30-09-2021 08:47,09-10-2021 12:03,02-10-2021 16:48,SHP-001,SUP-04,Online
OR-61678,CUST-17445,15-06-2024 00:02,23-06-2024 09:35,01-07-2024 03:31,06-07-2024 13:39,SHP-001,SUP-04,Online
OR-61681,CUST-17489,20-06-2019 13:24,22-06-2019 06:07,02-07-2019 08:06,25-07-2019 02:32,SHP-003,SUP-01,Online
OR-61697,CUST-01254,30-06-2024 06:50,04-07-2024 11:50,17-07-2024 13:18,27-07-2024 19:32,SHP-003,SUP-04,Online
OR-61708,CUST-06256,22-04-2016 12:56,25-04-2016 03:20,06-05-2016 14:15,28-04-2016 05:29,SHP-001,SUP-10,Online
OR-61712,CUST-04010,21-09-2011 07:26,30-09-2011 02:15,04-10-2011 21:27,02-10-2011 15:21,SHP-001,SUP-09,Online
OR-61715,CUST-00171,12-11-1996 19:22,21-11-1996 12:43,29-11-1996 02:13,23-11-1996 13:18,SHP-001,SUP-09,Online
OR-61718,CUST-08232,26-06-2023 18:58,03-07-2023 04:04,03-07-2023 19:54,03-07-2023 10:46,SHP-002,SUP-04,Online
OR-61734,CUST-17069,21-07-2023 20:56,30-07-2023 04:43,12-08-2023 11:17,10-08-2023 13:23,SHP-001,SUP-10,Online
OR-61739,CUST-19588,01-04-2013 20:22,12-04-2013 04:59,27-04-2013 03:25,19-04-2013 13:17,SHP-001,SUP-01,Online
OR-61740,CUST-12338,05-08-2008 08:00,10-08-2008 12:45,21-08-2008 06:50,12-08-2008 11:48,SHP-003,SUP-03,Online
OR-61775,CUST-15782,29-10-2003 21:53,06-11-2003 06:59,20-11-2003 01:12,12-11-2003 17:02,SHP-001,SUP-03,Online
OR-61776,CUST-12475,03-11-2022 17:53,11-11-2022 06:17,28-11-2022 14:15,18-11-2022 22:04,SHP-005,SUP-10,Retail PoS
OR-61782,CUST-19226,10-06-2024 06:40,19-06-2024 16:29,29-06-2024 23:58,21-06-2024 06:50,SHP-001,SUP-07,Online
OR-61786,CUST-12932,28-12-2014 03:01,02-01-2015 15:22,14-01-2015 11:24,11-01-2015 15:47,SHP-002,SUP-10,Online
OR-61790,CUST-19772,30-07-2011 01:32,30-07-2011 01:38,30-07-2011 02:02,30-07-2011 01:48,SHP-004,SUP-04,Retail PoS
OR-61791,CUST-15328,29-09-2016 21:31,02-10-2016 00:53,14-10-2016 17:42,09-10-2016 14:48,SHP-003,SUP-04,Online
OR-61828,CUST-19313,25-02-2022 03:12,04-03-2022 17:12,15-03-2022 15:49,05-04-2022 19:23,SHP-001,SUP-06,Online
OR-61831,CUST-15658,07-05-2024 17:57,07-05-2024 18:03,07-05-2024 18:19,07-05-2024 18:23,SHP-004,SUP-09,Retail PoS
OR-61836,CUST-05782,23-06-2023 01:14,28-06-2023 12:58,05-07-2023 10:39,02-07-2023 19:18,SHP-002,SUP-10,Online
OR-61839,CUST-12950,17-12-2018 08:51,21-12-2018 13:01,28-12-2018 10:30,24-12-2018 21:18,SHP-002,SUP-05,Online
OR-61849,CUST-16473,13-06-2024 10:17,14-06-2024 12:12,18-06-2024 14:08,15-06-2024 16:04,SHP-003,SUP-03,Online
OR-61853,CUST-01617,17-10-2023 00:50,23-10-2023 10:52,27-10-2023 08:18,25-10-2023 15:09,SHP-001,SUP-08,Online
OR-61857,CUST-05502,09-11-2023 15:49,19-11-2023 04:02,01-12-2023 22:25,30-11-2023 08:10,SHP-001,SUP-03,Online
OR-61860,CUST-12033,09-04-2022 00:06,09-04-2022 00:11,09-04-2022 00:27,09-04-2022 00:36,SHP-004,SUP-05,Retail PoS
OR-61861,CUST-06057,26-07-2020 00:44,30-07-2020 14:10,03-08-2020 12:58,14-08-2020 09:38,SHP-002,SUP-03,Online
OR-61863,CUST-09363,27-01-2018 06:23,27-01-2018 06:32,27-01-2018 06:53,27-01-2018 06:52,SHP-004,SUP-05,Retail PoS
OR-61865,CUST-06897,07-05-2023 12:16,07-05-2023 12:22,07-05-2023 12:43,07-05-2023 12:56,SHP-004,SUP-09,Retail PoS
OR-61873,CUST-14804,05-01-2020 21:15,13-01-2020 11:18,24-01-2020 07:57,26-01-2020 18:44,SHP-001,SUP-09,Online
OR-61876,CUST-01297,01-01-2024 10:33,04-01-2024 01:39,18-01-2024 19:00,14-01-2024 21:57,SHP-002,SUP-03,Online
OR-61879,CUST-19138,28-11-2017 02:05,07-12-2017 11:00,24-12-2017 02:42,20-12-2017 01:06,SHP-003,SUP-04,Online
OR-61886,CUST-03484,21-09-2022 16:30,21-09-2022 16:37,21-09-2022 16:54,21-09-2022 16:54,SHP-004,SUP-06,Retail PoS
OR-61887,CUST-11541,10-05-2021 04:39,12-05-2021 05:34,27-05-2021 03:46,22-05-2021 15:21,SHP-003,SUP-07,Online
OR-61901,CUST-01784,17-10-2022 05:52,20-10-2022 03:32,02-11-2022 12:35,21-10-2022 12:59,SHP-001,SUP-02,Online
OR-61903,CUST-02470,13-10-2018 11:50,24-10-2018 04:52,10-11-2018 14:09,01-11-2018 10:17,SHP-003,SUP-08,Online
OR-61907,CUST-03169,23-05-2024 13:17,23-05-2024 13:22,23-05-2024 13:41,23-05-2024 13:47,SHP-004,SUP-09,Retail PoS
OR-61912,CUST-08206,19-10-2009 19:19,28-10-2009 10:03,11-11-2009 17:32,29-10-2009 21:14,SHP-003,SUP-07,Online
OR-61934,CUST-05647,24-07-2019 16:52,24-07-2019 16:57,24-07-2019 17:13,24-07-2019 17:17,SHP-004,SUP-09,Retail PoS
OR-61936,CUST-04622,20-05-2004 19:25,28-05-2004 09:15,14-06-2004 04:11,02-06-2004 01:29,SHP-002,SUP-01,Online
OR-61938,CUST-08393,01-01-2024 03:50,07-01-2024 02:22,21-01-2024 12:27,29-01-2024 11:30,SHP-002,SUP-07,Online
OR-61939,CUST-07279,20-06-2018 15:30,24-06-2018 14:16,07-07-2018 04:07,30-06-2018 03:04,SHP-002,SUP-09,Online
OR-61955,CUST-07306,12-01-2022 09:50,21-01-2022 20:00,28-01-2022 13:45,25-01-2022 22:20,SHP-001,SUP-06,Online
OR-61959,CUST-00887,18-10-2016 02:38,20-10-2016 06:19,27-10-2016 05:30,25-10-2016 01:10,SHP-001,SUP-05,Online
OR-61966,CUST-07710,17-12-2020 14:32,18-12-2020 23:01,05-01-2021 16:12,03-01-2021 08:21,SHP-002,SUP-07,Online
OR-61968,CUST-19604,26-06-2024 13:39,04-07-2024 00:15,20-07-2024 19:38,05-08-2024 12:26,SHP-001,SUP-01,Online
OR-61970,CUST-13649,11-01-2024 08:47,11-01-2024 08:55,11-01-2024 09:12,11-01-2024 09:19,SHP-004,SUP-04,Retail PoS
OR-61973,CUST-18406,03-01-2021 11:58,08-01-2021 01:27,21-01-2021 08:36,13-01-2021 11:23,SHP-005,SUP-10,Retail PoS
OR-61979,CUST-13250,30-03-2023 03:53,31-03-2023 05:32,31-03-2023 23:54,04-04-2023 03:48,SHP-001,SUP-06,Online
OR-61991,CUST-04900,20-08-2019 09:59,20-08-2019 10:05,20-08-2019 10:21,20-08-2019 10:28,SHP-004,SUP-04,Retail PoS
OR-61996,CUST-17384,02-11-2022 05:09,02-11-2022 05:16,02-11-2022 05:30,02-11-2022 05:36,SHP-004,SUP-09,Retail PoS
OR-61999,CUST-12601,01-02-2009 05:06,01-02-2009 05:13,01-02-2009 05:34,01-02-2009 05:22,SHP-004,SUP-01,Retail PoS
OR-62004,CUST-14792,18-06-2024 03:34,18-06-2024 03:43,18-06-2024 03:58,18-06-2024 04:12,SHP-004,SUP-05,Retail PoS
OR-62015,CUST-10350,21-05-2024 20:25,30-05-2024 12:16,15-06-2024 13:24,08-06-2024 18:22,SHP-003,SUP-07,Online
OR-62017,CUST-02275,22-12-2005 22:49,27-12-2005 22:42,03-01-2006 08:21,30-12-2005 19:41,SHP-003,SUP-04,Online
OR-62018,CUST-18161,31-05-2023 11:32,08-06-2023 18:38,29-06-2023 18:25,16-06-2023 15:38,SHP-002,SUP-07,Online
OR-62026,CUST-01638,26-05-2024 13:45,26-05-2024 13:51,26-05-2024 14:08,26-05-2024 14:16,SHP-004,SUP-09,Retail PoS
OR-62030,CUST-03230,19-12-2006 07:59,21-12-2006 01:50,07-01-2007 11:33,07-02-2007 08:16,SHP-001,SUP-08,Online
OR-62033,CUST-02853,26-03-2010 20:46,05-04-2010 04:36,20-04-2010 23:57,18-04-2010 22:09,SHP-003,SUP-07,Online
OR-62045,CUST-18222,24-12-2002 17:12,02-01-2003 12:25,19-01-2003 00:19,11-01-2003 22:43,SHP-003,SUP-01,Online
OR-62047,CUST-04459,21-08-2014 08:52,28-08-2014 05:57,14-09-2014 07:33,12-09-2014 07:25,SHP-002,SUP-05,Online
OR-62049,CUST-08108,13-12-2020 14:20,21-12-2020 12:11,29-12-2020 14:55,26-12-2020 10:18,SHP-001,SUP-10,Online
OR-62060,CUST-04555,28-12-2023 11:16,28-12-2023 11:24,28-12-2023 11:43,28-12-2023 11:41,SHP-004,SUP-09,Retail PoS
OR-62073,CUST-13071,12-10-2023 05:56,12-10-2023 06:04,12-10-2023 06:23,12-10-2023 06:14,SHP-004,SUP-05,Retail PoS
OR-62089,CUST-08166,22-11-2023 18:50,30-11-2023 01:32,19-12-2023 09:59,11-12-2023 09:27,SHP-001,SUP-04,Online
OR-62097,CUST-15978,08-04-2024 09:39,19-04-2024 01:28,21-04-2024 15:15,20-04-2024 20:45,SHP-003,SUP-09,Online
OR-62108,CUST-00047,28-10-2012 06:24,03-11-2012 20:12,12-11-2012 10:05,22-11-2012 07:39,SHP-002,SUP-04,Online
OR-62116,CUST-09587,23-04-2017 08:16,26-04-2017 01:21,05-05-2017 14:48,27-04-2017 07:59,SHP-002,SUP-04,Online
OR-62122,CUST-08388,19-05-2020 22:27,19-05-2020 22:36,19-05-2020 22:49,19-05-2020 22:58,SHP-004,SUP-10,Retail PoS
OR-62133,CUST-11579,03-09-2022 15:42,03-09-2022 15:51,03-09-2022 16:03,03-09-2022 16:14,SHP-004,SUP-06,Retail PoS
OR-62149,CUST-08396,10-08-2003 15:59,18-08-2003 07:09,24-08-2003 17:36,23-08-2003 23:36,SHP-001,SUP-04,Online
OR-62152,CUST-06497,14-03-2024 00:09,14-03-2024 00:17,14-03-2024 00:37,14-03-2024 00:36,SHP-004,SUP-01,Retail PoS
OR-62159,CUST-16543,17-05-2024 08:58,25-05-2024 15:48,05-06-2024 23:40,29-05-2024 07:36,SHP-001,SUP-06,Online
OR-62178,CUST-07506,06-05-2016 07:36,06-05-2016 07:45,06-05-2016 08:00,06-05-2016 07:58,SHP-004,SUP-02,Retail PoS
OR-62183,CUST-04113,06-12-2017 08:46,06-12-2017 08:51,06-12-2017 09:09,06-12-2017 09:19,SHP-004,SUP-04,Retail PoS
OR-62192,CUST-03022,11-12-2021 17:40,13-12-2021 07:13,19-12-2021 05:23,17-12-2021 14:44,SHP-001,SUP-04,Online
OR-62193,CUST-13644,02-06-2019 00:02,09-06-2019 17:16,22-06-2019 14:35,15-06-2019 12:52,SHP-003,SUP-01,Online
OR-62194,CUST-05122,31-07-2013 22:09,08-08-2013 06:41,10-08-2013 05:42,09-08-2013 20:19,SHP-003,SUP-10,Online
OR-62201,CUST-01376,31-05-2014 09:27,06-06-2014 01:03,16-06-2014 19:28,12-06-2014 22:33,SHP-002,SUP-06,Online
OR-62203,CUST-04699,21-04-2016 11:33,21-04-2016 11:40,21-04-2016 11:53,21-04-2016 11:54,SHP-004,SUP-05,Retail PoS
OR-62205,CUST-06430,10-04-2019 12:24,10-04-2019 12:34,10-04-2019 12:44,10-04-2019 12:55,SHP-004,SUP-06,Retail PoS
OR-62207,CUST-14114,15-11-2022 18:08,15-11-2022 18:15,15-11-2022 18:36,15-11-2022 18:28,SHP-004,SUP-03,Retail PoS
OR-62210,CUST-14380,21-12-2023 11:55,21-12-2023 12:01,21-12-2023 12:17,21-12-2023 12:12,SHP-004,SUP-03,Retail PoS
OR-62216,CUST-01322,11-10-2020 05:51,19-10-2020 22:36,01-11-2020 01:03,29-10-2020 01:37,SHP-001,SUP-06,Online
OR-62222,CUST-19557,29-11-2023 00:15,05-12-2023 16:00,12-12-2023 08:58,10-12-2023 20:30,SHP-003,SUP-04,Online
OR-62223,CUST-18434,07-11-2023 15:48,07-11-2023 15:53,07-11-2023 16:14,07-11-2023 16:20,SHP-004,SUP-02,Retail PoS
OR-62225,CUST-17350,23-05-2014 13:35,23-05-2014 13:40,23-05-2014 14:02,23-05-2014 13:59,SHP-004,SUP-06,Retail PoS
OR-62232,CUST-02816,08-05-2024 11:35,14-05-2024 03:11,25-05-2024 11:45,20-05-2024 04:25,SHP-001,SUP-09,Online
OR-62240,CUST-18490,09-11-2015 12:16,12-11-2015 08:36,28-11-2015 21:56,23-11-2015 13:56,SHP-002,SUP-08,Online
OR-62250,CUST-11729,01-01-2024 23:35,01-01-2024 23:41,02-01-2024 00:04,02-01-2024 00:08,SHP-004,SUP-04,Retail PoS
OR-62255,CUST-18803,07-06-2021 08:43,13-06-2021 19:45,29-06-2021 05:00,28-07-2021 16:03,SHP-002,SUP-07,Online
OR-62280,CUST-02832,06-08-2021 21:58,15-08-2021 13:42,01-09-2021 20:38,23-08-2021 01:14,SHP-002,SUP-01,Online
OR-62282,CUST-17266,09-10-2022 06:20,09-10-2022 06:29,09-10-2022 06:50,09-10-2022 06:49,SHP-004,SUP-01,Retail PoS
OR-62288,CUST-07911,22-10-2020 07:25,29-10-2020 19:53,15-11-2020 11:41,25-11-2020 01:36,SHP-002,SUP-01,Online
OR-62294,CUST-07570,25-01-2023 14:22,05-02-2023 04:51,16-02-2023 12:54,05-03-2023 00:48,SHP-002,SUP-04,Online
OR-62297,CUST-07588,17-06-2011 18:07,19-06-2011 03:47,27-06-2011 01:08,24-06-2011 17:36,SHP-002,SUP-03,Online
OR-62301,CUST-02482,11-12-2023 06:46,14-12-2023 01:38,30-12-2023 13:04,16-12-2023 15:41,SHP-001,SUP-04,Online
OR-62308,CUST-10832,22-11-2021 11:24,22-11-2021 11:29,22-11-2021 11:48,22-11-2021 11:57,SHP-004,SUP-02,Retail PoS
OR-62310,CUST-02673,07-03-2022 19:24,11-03-2022 20:31,23-03-2022 13:48,14-03-2022 13:27,SHP-003,SUP-06,Online
OR-62318,CUST-15605,13-10-2013 07:50,17-10-2013 22:30,03-11-2013 11:57,27-11-2013 18:13,SHP-001,SUP-05,Online
OR-62321,CUST-19963,03-03-2019 22:41,09-03-2019 22:18,11-03-2019 04:08,07-04-2019 09:23,SHP-005,SUP-06,Retail PoS
OR-62341,CUST-16576,13-06-2023 18:47,24-06-2023 06:04,04-07-2023 14:52,19-07-2023 20:01,SHP-003,SUP-10,Online
OR-62347,CUST-05455,29-09-1996 14:05,29-09-1996 14:15,29-09-1996 14:29,29-09-1996 14:33,SHP-004,SUP-10,Retail PoS
OR-62353,CUST-19479,09-04-2004 10:56,09-04-2004 11:02,09-04-2004 11:24,09-04-2004 11:34,SHP-004,SUP-02,Retail PoS
OR-62357,CUST-10928,06-04-2018 21:38,08-04-2018 21:31,13-04-2018 10:19,22-04-2018 17:45,SHP-002,SUP-01,Online
OR-62358,CUST-19903,07-08-2023 04:50,16-08-2023 05:59,01-09-2023 08:17,26-09-2023 15:31,SHP-001,SUP-08,Online
OR-62359,CUST-15942,25-05-2024 08:35,04-06-2024 01:49,25-06-2024 01:33,07-06-2024 21:21,SHP-001,SUP-05,Online
OR-62366,CUST-17342,18-01-2019 00:36,25-01-2019 03:07,14-02-2019 13:47,08-02-2019 13:48,SHP-002,SUP-04,Online
OR-62368,CUST-11326,30-10-2022 10:05,08-11-2022 06:48,20-11-2022 16:12,15-11-2022 12:39,SHP-003,SUP-04,Online
OR-62381,CUST-12227,03-10-2020 18:07,07-10-2020 06:06,09-10-2020 17:08,08-10-2020 18:21,SHP-001,SUP-04,Online
OR-62387,CUST-03293,15-02-2023 16:43,21-02-2023 03:49,23-02-2023 16:33,22-02-2023 10:28,SHP-001,SUP-07,Online
OR-62396,CUST-13970,24-10-2018 17:31,24-10-2018 17:41,24-10-2018 17:51,24-10-2018 18:06,SHP-004,SUP-05,Retail PoS
OR-62399,CUST-04757,01-05-2021 11:10,01-05-2021 11:16,01-05-2021 11:31,01-05-2021 11:50,SHP-004,SUP-04,Retail PoS
OR-62404,CUST-13286,16-01-2020 18:39,22-01-2020 00:34,09-02-2020 21:15,29-01-2020 14:00,SHP-003,SUP-02,Online
OR-62405,CUST-03978,14-10-2013 06:28,14-10-2013 06:36,14-10-2013 06:54,14-10-2013 06:58,SHP-004,SUP-03,Retail PoS
OR-62407,CUST-14751,17-01-2015 05:08,21-01-2015 01:46,03-02-2015 22:23,30-01-2015 06:21,SHP-002,SUP-07,Online
OR-62411,CUST-03009,24-04-2020 08:53,29-04-2020 19:13,01-05-2020 00:06,30-04-2020 23:59,SHP-002,SUP-04,Online
OR-62413,CUST-19045,16-08-2021 13:43,22-08-2021 11:46,03-09-2021 06:54,26-08-2021 10:36,SHP-003,SUP-08,Online
OR-62418,CUST-01868,02-12-2019 18:35,09-12-2019 11:11,21-12-2019 10:46,12-12-2019 23:02,SHP-002,SUP-04,Online
OR-62431,CUST-12876,26-05-2024 09:49,02-06-2024 17:34,19-06-2024 15:06,10-06-2024 11:05,SHP-002,SUP-05,Online
OR-62433,CUST-11665,18-04-2022 10:34,18-04-2022 10:42,18-04-2022 10:57,18-04-2022 11:03,SHP-004,SUP-06,Retail PoS
OR-62444,CUST-13160,21-04-2017 06:03,21-04-2017 06:12,21-04-2017 06:24,21-04-2017 06:43,SHP-004,SUP-01,Retail PoS
OR-62449,CUST-08671,08-12-2014 16:44,08-12-2014 16:53,08-12-2014 17:09,08-12-2014 17:20,SHP-004,SUP-09,Retail PoS
OR-62454,CUST-00783,12-01-2024 15:35,14-01-2024 20:16,02-02-2024 21:16,22-02-2024 11:00,SHP-001,SUP-04,Online
OR-62463,CUST-18150,24-05-2020 16:38,29-05-2020 00:43,02-06-2020 23:53,01-06-2020 20:35,SHP-002,SUP-05,Online
OR-62478,CUST-11917,07-07-2019 20:18,13-07-2019 18:24,23-07-2019 05:15,20-07-2019 02:22,SHP-003,SUP-05,Online
OR-62481,CUST-06005,18-08-2018 05:28,23-08-2018 02:01,08-09-2018 08:35,30-08-2018 02:16,SHP-002,SUP-04,Online
OR-62484,CUST-19254,13-12-2019 16:36,23-12-2019 11:42,01-01-2020 01:50,30-12-2019 06:15,SHP-001,SUP-01,Online
OR-62495,CUST-19199,22-07-2023 18:47,22-07-2023 18:53,22-07-2023 19:12,22-07-2023 19:12,SHP-004,SUP-05,Retail PoS
OR-62502,CUST-10878,14-05-2023 08:06,19-05-2023 03:10,25-05-2023 14:43,21-05-2023 04:16,SHP-003,SUP-04,Online
OR-62507,CUST-15455,03-03-2024 23:37,03-03-2024 23:46,04-03-2024 00:07,04-03-2024 00:02,SHP-004,SUP-07,Retail PoS
OR-62510,CUST-09244,21-06-2022 18:40,27-06-2022 04:05,07-07-2022 03:01,30-06-2022 19:33,SHP-001,SUP-04,Online
OR-62522,CUST-14929,27-05-2022 12:19,29-05-2022 05:45,07-06-2022 14:40,06-06-2022 02:50,SHP-003,SUP-09,Online
OR-62540,CUST-04071,06-09-2020 10:56,06-09-2020 11:05,06-09-2020 11:19,06-09-2020 11:35,SHP-004,SUP-10,Retail PoS
OR-62541,CUST-19378,05-05-2024 19:16,10-05-2024 04:17,19-05-2024 05:53,12-05-2024 00:40,SHP-002,SUP-07,Online
OR-62542,CUST-08995,20-12-2011 19:45,24-12-2011 04:12,03-01-2012 22:47,26-12-2011 01:02,SHP-002,SUP-03,Online
OR-62544,CUST-13116,26-01-2017 23:27,30-01-2017 12:04,15-02-2017 10:56,15-03-2017 21:30,SHP-001,SUP-09,Online
OR-62567,CUST-15067,08-05-2024 10:56,19-05-2024 02:59,21-05-2024 21:04,18-06-2024 15:45,SHP-001,SUP-02,Online
OR-62568,CUST-02632,12-11-2023 00:31,13-11-2023 18:24,16-11-2023 09:25,14-11-2023 20:37,SHP-003,SUP-05,Online
OR-62571,CUST-02141,17-08-2023 17:50,26-08-2023 14:36,15-09-2023 07:17,11-09-2023 22:43,SHP-001,SUP-10,Online
OR-62573,CUST-03084,20-02-2024 17:43,24-02-2024 15:13,04-03-2024 16:15,27-02-2024 06:33,SHP-002,SUP-06,Online
OR-62577,CUST-15727,26-07-2023 11:34,26-07-2023 11:39,26-07-2023 11:55,26-07-2023 12:13,SHP-004,SUP-10,Retail PoS
OR-62582,CUST-00713,11-02-2017 06:41,19-02-2017 21:25,26-02-2017 13:33,23-02-2017 21:36,SHP-001,SUP-06,Online
OR-62583,CUST-19633,05-02-2024 19:23,13-02-2024 14:15,22-02-2024 03:52,27-02-2024 20:12,SHP-001,SUP-03,Online
OR-62591,CUST-00348,01-04-2021 17:16,11-04-2021 11:49,14-04-2021 05:34,24-04-2021 05:36,SHP-001,SUP-10,Online
OR-62603,CUST-18786,06-11-2021 21:34,06-11-2021 21:42,06-11-2021 22:04,06-11-2021 22:04,SHP-004,SUP-04,Retail PoS
OR-62604,CUST-12849,22-12-2020 11:21,27-12-2020 11:44,29-12-2020 22:02,29-12-2020 00:35,SHP-003,SUP-09,Online
OR-62614,CUST-06566,17-09-2008 07:01,20-09-2008 14:19,04-10-2008 05:07,02-10-2008 17:13,SHP-003,SUP-01,Online
OR-62630,CUST-13311,19-07-2021 14:42,19-07-2021 14:52,19-07-2021 15:02,19-07-2021 15:21,SHP-004,SUP-04,Retail PoS
OR-62637,CUST-09727,04-09-2021 17:12,08-09-2021 19:22,22-09-2021 16:46,16-10-2021 10:11,SHP-003,SUP-06,Online
OR-62648,CUST-11120,02-02-2023 07:15,02-02-2023 07:20,02-02-2023 07:37,02-02-2023 07:53,SHP-004,SUP-03,Retail PoS
OR-62653,CUST-05205,17-10-2021 18:46,19-10-2021 18:50,23-10-2021 11:16,21-10-2021 17:48,SHP-002,SUP-07,Online
OR-62654,CUST-02147,18-12-2023 08:14,19-12-2023 09:02,08-01-2024 01:49,24-12-2023 14:03,SHP-002,SUP-07,Online
OR-62659,CUST-17048,06-10-2009 15:46,09-10-2009 01:38,22-10-2009 13:27,20-10-2009 08:04,SHP-002,SUP-02,Online
OR-62662,CUST-01869,22-08-2021 16:13,24-08-2021 00:08,24-08-2021 08:59,17-09-2021 02:07,SHP-003,SUP-05,Online
OR-62666,CUST-03303,24-12-2023 17:08,01-01-2024 08:28,06-01-2024 21:07,24-01-2024 09:15,SHP-002,SUP-04,Online
OR-62669,CUST-04932,06-11-2020 03:59,14-11-2020 21:26,05-12-2020 12:43,20-11-2020 20:35,SHP-003,SUP-06,Online
OR-62679,CUST-14142,12-12-2022 03:47,17-12-2022 11:41,26-12-2022 15:19,26-12-2022 07:45,SHP-002,SUP-04,Online
OR-62695,CUST-12160,19-01-2018 02:37,24-01-2018 18:37,25-01-2018 17:56,25-01-2018 08:41,SHP-002,SUP-05,Online
OR-62698,CUST-03884,16-04-2022 18:16,21-04-2022 20:37,30-04-2022 23:45,29-04-2022 15:06,SHP-002,SUP-08,Online
OR-62702,CUST-00074,18-01-2023 02:05,18-01-2023 02:15,18-01-2023 02:26,18-01-2023 02:32,SHP-004,SUP-05,Retail PoS
OR-62703,CUST-17049,11-05-2022 11:16,11-05-2022 11:23,11-05-2022 11:39,11-05-2022 11:56,SHP-004,SUP-07,Retail PoS
OR-62708,CUST-16902,12-06-2024 12:21,12-06-2024 12:30,12-06-2024 12:41,12-06-2024 12:52,SHP-004,SUP-10,Retail PoS
OR-62711,CUST-15645,17-08-2019 09:14,17-08-2019 09:21,17-08-2019 09:44,17-08-2019 09:30,SHP-004,SUP-05,Retail PoS
OR-62712,CUST-07860,24-09-2019 20:58,03-10-2019 22:11,06-10-2019 08:30,12-10-2019 02:46,SHP-001,SUP-05,Online
OR-62721,CUST-05437,30-08-2013 04:39,30-08-2013 04:47,30-08-2013 05:08,30-08-2013 05:10,SHP-004,SUP-03,Retail PoS
OR-62731,CUST-18271,01-07-2024 16:59,01-07-2024 17:06,01-07-2024 17:28,01-07-2024 17:24,SHP-004,SUP-08,Retail PoS
OR-62733,CUST-17934,09-10-2021 09:23,10-10-2021 10:58,10-10-2021 20:02,10-10-2021 19:22,SHP-003,SUP-02,Online
OR-62740,CUST-12380,27-01-2023 13:05,27-01-2023 13:14,27-01-2023 13:30,27-01-2023 13:31,SHP-004,SUP-05,Retail PoS
OR-62750,CUST-06878,08-04-2022 17:12,10-04-2022 11:33,13-04-2022 15:09,13-05-2022 07:41,SHP-002,SUP-05,Online
OR-62757,CUST-02942,03-02-2024 01:41,05-02-2024 11:37,08-02-2024 21:37,07-02-2024 05:27,SHP-003,SUP-09,Online
OR-62761,CUST-17831,21-06-2014 03:08,21-06-2014 03:13,21-06-2014 03:29,21-06-2014 03:47,SHP-004,SUP-04,Retail PoS
OR-62771,CUST-19016,02-05-2023 15:21,02-05-2023 15:30,02-05-2023 15:48,02-05-2023 15:54,SHP-004,SUP-04,Retail PoS
OR-62778,CUST-05598,28-06-2018 13:45,02-07-2018 20:12,20-07-2018 10:59,10-07-2018 08:40,SHP-001,SUP-04,Online
OR-62794,CUST-00299,01-11-2011 16:41,05-11-2011 17:27,19-11-2011 19:45,13-11-2011 05:34,SHP-001,SUP-02,Online
OR-62797,CUST-02683,29-10-2016 14:40,06-11-2016 05:35,21-11-2016 00:24,22-11-2016 16:59,SHP-003,SUP-07,Online
OR-62801,CUST-18364,27-05-2021 04:41,28-05-2021 06:19,09-06-2021 03:25,29-06-2021 11:35,SHP-002,SUP-03,Online
OR-62803,CUST-08964,10-09-2021 13:25,12-09-2021 05:14,16-09-2021 19:44,11-10-2021 15:55,SHP-001,SUP-07,Online
OR-62805,CUST-15519,14-10-2023 17:21,19-10-2023 11:23,07-11-2023 22:05,05-11-2023 03:04,SHP-001,SUP-06,Online
OR-62820,CUST-06564,21-12-2022 07:36,29-12-2022 00:59,30-12-2022 11:10,30-12-2022 05:54,SHP-001,SUP-03,Online
OR-62827,CUST-18130,21-02-2010 08:36,23-02-2010 21:18,07-03-2010 23:14,20-03-2010 04:28,SHP-002,SUP-06,Online
OR-62837,CUST-02568,29-01-2024 20:16,29-01-2024 20:25,29-01-2024 20:36,29-01-2024 20:37,SHP-004,SUP-04,Retail PoS
OR-62854,CUST-05417,06-02-2024 00:38,13-02-2024 21:43,22-02-2024 01:53,18-02-2024 22:40,SHP-002,SUP-09,Online
